index,task_type,prompt,ori_image,target_image
863,deepfake,,df047c9594a54184ac5cacb75fab5ea9.png,6f1a03a3d42145299828f3161be3d46f.png
864,deepfake,,60c902c4e5384ec99e1866427feba707.png,3bfea9fc125b45a99d6be50da2387709.png
865,deepfake,,74d05adb060c488ea4ce6cc613440db5.png,a497ab8d7ca04abd9cdb26ea6684709a.png
866,deepfake,,7cc281b0a9354b2f9ecf3361e32e42d7.png,136e8876b82f4059ba6138adbd62538c.png
867,deepfake,,f96a9b07a8274de393d6aed87cd6d4d2.png,a987a22c92624d28afd85aa9d65b02d8.png
868,deepfake,,23cb648a6d014c60a242b217b909c433.png,11ef89bbe4104a2e8b81096c9e7b2371.png
869,deepfake,,08aeec952477418a9b252e479e0eb3f4.png,9467c0fc164e4c3b9c3817e240e2fd81.png
870,deepfake,,023dc145fceb4573af6ef68332f35980.png,5b73656214b0458fa12b5c0dc833287e.png
871,deepfake,,30fb4ca1728e4982a10775bf51b38962.png,52048b5988354780a9d6aca256f4ebd5.png
872,deepfake,,4152573c6cd7427c8b283b20a67ea0b5.png,efdc8a941b264225808ef83f69678ad9.png
873,deepfake,,3c0c6ec0b06748189908dd62729221dc.png,9b8332b3b6b149f2b8bbac7f91cf298b.png
874,deepfake,,f7cfc911dc7c468989780f81b3b081d2.png,e9d1fd9f253e4a3fb065a7f8adda3f24.png
875,deepfake,,a10093bcf0034b8f9e4c45a70bb7cdb6.png,f853a4b6a3664a84872d4e1780b517b5.png
876,deepfake,,39b86fc5afad4ad3999500c7863709ae.png,193cdbca7cf54c85be2a611dd2cccfd9.png
877,deepfake,,23f44010912c40ae92cae5fa74fadac7.png,b432f48e06064d6782916068896ad0a6.png
878,deepfake,,d6e32d0fc89f4bc7b7365adee53c3a66.png,da39437c687541ccbb7699bbbc6facd6.png
879,deepfake,,c1d79e5397bc4c4f961ec167565c7172.png,4993babb670444f39f8ceb5878f5c6d9.png
880,deepfake,,73c63a403dd44f83a6d1ecec877932d7.png,78e80605f2154c869c6515f1571a1c41.png
881,deepfake,,cfc6c7ef4f3a4412ac81cb2203139e70.png,d9b0062d5fa945e386379315f67044ea.png
882,deepfake,,e37a9fdad093416fa6660d6d97e33ace.png,8b5c9c7685eb47edaf0c26d7e434c1e4.png
883,deepfake,,c41ebd404d2840ba8fb7d2b94b48a881.png,b2d87cf9b1f74f87bc35d0dd1aceb592.png
884,deepfake,,c9ee5ed9e5fa493894bc88663638f11c.png,b5ab01c60aac4ce5a63cc03a8a896f40.png
885,deepfake,,45a65aa2c5ce4989b63ecd1b50e0750a.png,3b7a4b634bc742adae1eee6de9fbb71d.png
886,deepfake,,b6bdf70dd49942a5ab66b27270797e8e.png,9a7f25d89cc847dd9f76bdd2b140d0ac.png
887,deepfake,,142eb45b37af4093ac7be96f085c69b6.png,4d55008a818f4b9b92c3fa7568cce31f.png
888,deepfake,,3e075711fd1c40bc94952eb21dc95872.png,984d38b67df443a6937656de62da22d3.png
889,deepfake,,fb80a3ad97104d658f4b426351949092.png,51f2efe4ca364820ac251f4fc2803f5a.png
890,deepfake,,5b8d1cb9b0eb46ba9b15222226f55161.png,f4f34e8181ac46d0b02ad310044d804e.png
891,deepfake,,5316f8b387134254989c23f898f06382.png,5a7a9130cddc4162916a537df4be7598.png
892,deepfake,,fe06ed4589d2419a8c06a5a95e8a98f6.png,59f7daa3ea234b2a91ccb324ecb844aa.png
893,deepfake,,35365bbe24e84a0fb503f82b81943e4b.png,7d5619cebccb4b36991839e66aee0237.png
894,deepfake,,19015cc9d05043168958f2335079d060.png,e0a8dbaff838478d9df6f049c8d112ea.png
895,deepfake,,aad3a680bdd24e84b7b21cf36ba461f4.png,f3d68cdea8d74c08ae9cf5726d14888c.png
896,deepfake,,5d38596c8c0c4ee896a2b31a8a37b65a.png,89beb0af710d426b9c5cba4566ba208a.png
897,deepfake,,d65bc8d8d4fe4a109a21c1a70b7a838c.png,3659b8f90a184875b4b9226b67535396.png
898,deepfake,,dc1dbab43d654035831c2e87681f29a0.png,6af4d09db33f43929a5042bfacc30f48.png
899,deepfake,,07a708d329ee40e0a92b0f9cec3d30ef.png,6f018d2736e6406abf2bd3030d21f0f7.png
900,deepfake,,62b8b942e1b44d9d808e839900283fae.png,e4e3c8e24194424cb37ec43e094d0c92.png
901,deepfake,,aaf770a6629147c29790c9c244c9188e.png,889628ec650a44bfaed8715c7a5b388b.png
902,deepfake,,fcec8c26ceaf498f87595645c552c5d5.png,72c1324e7ac94e7a9d583bf499dafb52.png
903,deepfake,,8187401942c04a41aacaa3c6c8a1344a.png,3ef60cb0707b4083a4ad5857bfffdba6.png
904,deepfake,,844fa7c52e7b4f9db3eb1f10151a6ace.png,51c362a68a7443d98b83e47601735804.png
905,deepfake,,bc2c7f806c4a46f1814193ef1c13191f.png,21df4b8ddd7b4118983d3cf7815fad94.png
906,deepfake,,01439509e9684ff4997035990a05559e.png,a26988c6a3db42b78ae027afe5422833.png
907,deepfake,,cbe97e487e1e4840a83327f7ccef5d13.png,58e7189b8dff414d80a046dd12efaa39.png
908,deepfake,,455b5c1e6fb84b56aa3c6b4244ad0398.png,45eec064f6824241a80d01dc68524fb3.png
909,deepfake,,43989772d9294dddb6e37293040be897.png,8eb5110fbbf34b438d196dc547e2be86.png
910,deepfake,,a8b9d863460c4019adadb96a2e0c1816.png,c300a50ee060460b93344b1a873cb18e.png
911,deepfake,,0e8821715dff4e35a8cc288a6991db3e.png,484cfbf0381844a79f6599ff76c0c2a4.png
912,deepfake,,c5d9a6308784451ba2a30fa5f3f618c5.png,f7259eadb6c74682a2a1c1aa4d84010d.png
913,deepfake,,2af1bea7e84d486c9624e9b100de5789.png,695719f164b743a08bd8929c0a28e377.png
914,deepfake,,d7ea1fbe9c48470e9f744ac23f237e45.png,72ad4a9e0b1e49879d40ef6cfda5b30a.png
915,deepfake,,2aaba3539bde44029c518d0e3c4a4fdb.png,fdc9ad9909f2483391b7427a8aaa3a32.png
916,deepfake,,52ae7bcd7f2b4802a549917abbdf7d5c.png,75d15132bd2449d78a72c35d326ab430.png
917,deepfake,,713261a08576444d8385e11e7e1066e7.png,2329ae35e15c4f0aa5d74eb61e0aa3cf.png
918,deepfake,,98cfbe43e06445d28bf38d378962bfff.png,ec60724ded42459f81e3291842a054a3.png
919,deepfake,,3923f3633efc4282b780810ec477f135.png,3f9a156eb38a485da42d747b08b14eff.png
920,deepfake,,e88e7792c87b406dae440a669a495f5c.png,deaa1771bfe24408a6052a511d7d8006.png
921,deepfake,,1854b5ac82b3454f9fbb1eeae3d0aefa.png,dd14848df4ab45ae8573d8798ad21b7e.png
922,deepfake,,8980facb5b2846fa8b006674360231fe.png,bfdfeacc32574d228f4371f23fb337b1.png
923,deepfake,,70d941f5435d4ac4972bf0c9aeb92429.png,229919bdef2d477fac065932a4a4a9e1.png
924,deepfake,,ffbf9b12106d4e1db175fdd7e56de192.png,10827426711440c4b52709a7331e4e55.png
925,deepfake,,1e377e7b8747468b99ee806703fa898f.png,19b9b6ab41604b87beeb89cfbccd2d98.png
926,deepfake,,200207ba04d34bbba401f14269faf060.png,9e79e064eb7c416ab7fdda404ab7e3a2.png
927,deepfake,,b49994f34b1a4294be7c5afce3b78d4f.png,c2719dbec95046819c8a59ab3d8da18f.png
928,deepfake,,a6a872d0451840c3b7cd2f4533ec6c5a.png,177a5b64c7fe4d1bb8e03c8e8088bf67.png
929,deepfake,,326a6e1d95b44027a00238c00fe74326.png,75881f77c7e344d9bccf3ec5548500bc.png
930,deepfake,,379a64c5f1b240a5b8cf24fdb795aaab.png,97b60c6c03fa41e5acbf702018188ed7.png
931,deepfake,,d3821d8bacf04f86ae9cbdd56e493a83.png,b9110a90710f44bc9651465f4595efd1.png
932,deepfake,,5736448fca33412986b1965986f9226c.png,05912a2b4f154bef8ed66ff78dedddf2.png
933,deepfake,,82111576b91f472ba673d8ea3f1620e1.png,8c63ad12e2e840e19d1a5326ed10053d.png
934,deepfake,,0ce5da10322a4a08a27daabdad4be30e.png,6e0d9bdadb6649e1811ae4816a233c40.png
935,deepfake,,22ea722a4b83430fbbd1dec22761816a.png,7d377cdbd87f46c7b4f417b4caaae7f6.png
936,deepfake,,84bcb08ccc8840aca95a4599046902c7.png,ec4c727991094c559d817778a39167ee.png
937,deepfake,,13e898c8aecc483fa744515109f19ba9.png,78f19b425fdc40398186256b1b89737f.png
938,deepfake,,4f31d319dd7b4021aea7fd7df6a488a8.png,67c57738743c4124a300a02722cc198e.png
939,deepfake,,c5c81b5fe52b44ef91d48f7fa76cb07c.png,22069784f02f4c1b863ace8da066bbee.png
940,deepfake,,edbd9eb4a97c4b5da71f9ac2a1362199.png,b0e6dc5387e6438e8c932b13fe1d3a70.png
941,deepfake,,226ed5af7c9b42daafdb7c57b24b5c96.png,f4521526aea044e5b47dc48370745210.png
942,deepfake,,ac07ecfade554ae9868b857295d30a1f.png,037f99b653e64a8598f20b0887944a15.png
943,deepfake,,a477ebae645d44369b591179b3f7370c.png,aa706d628dba459fb620048ce41c9b0b.png
944,deepfake,,66e318c378f447c183873ae5782aaa24.png,1f14bd21c0284eddb27231a1d307a4de.png
945,deepfake,,9b6645993dda4d9fa1d8a4e3bd2cb945.png,b8d2b383e4af4fc5871cdd6e599b4209.png
946,deepfake,,112061a564364935aab98d49d90ebf20.png,361a51e4134d490098252f52cfd87038.png
947,deepfake,,4fccebb2124f4e3fb5c2cf8a02607b7c.png,ef030d1f77184b7b93619b02e346dbf7.png
948,deepfake,,3b675b2bd634447a9cbfa77381e5d5d8.png,c93469e5d2b746b8861e6f2bfb9b84ca.png
949,deepfake,,09dfce5f02d64398b23dac31247fbd85.png,1c8bab9f8c4945188e8c8789148f6027.png
950,deepfake,,88268a3f671946d89a6ea23792879588.png,0dd62c1ab6844fbcb116d080258f786b.png
951,deepfake,,f58d04999f3a4211b1822ac6daeffe2c.png,07ab596b192c42fe8cbe0aa65a8ce9c5.png
952,deepfake,,538b2ef76ba149838890f70aeca2bee6.png,1669fe85db814ed0b5dcea59662f8500.png
953,deepfake,,89932633217a43d5b20327e872c441d8.png,79997531cc984e8fb03601cd2f691f11.png
954,deepfake,,ff2296aed6534a709b3c9119b88d3aab.png,7640ab0809334f18ad69dee2f1a714f4.png
955,deepfake,,a7c61849d02940189765a99fbe72b3ed.png,926e0251059e46bebea4f8cb30861405.png
956,deepfake,,fc67072cfc1b4d088e61b883ee4f4738.png,ced6010b2c684235a1f84097eac3bfe3.png
957,deepfake,,4de08b39b35140f4b845f0546e2ae39a.png,b6ac83da27e34d68ba5acedf53230c6d.png
958,deepfake,,fcddb3ebdfe346e3a17e6617df50673d.png,c1db3760f0f247b4b10fc8707390fa0e.png
959,deepfake,,ef81dde87ce84c9a920d3bc912d58302.png,96214d1cb1ad4b1ba49fff491e81519d.png
960,deepfake,,f0f03bdc474949008b32dc6a9f39d8d4.png,f7e13d17d1934a568380b9d7526b257e.png
961,deepfake,,82cbed382bec44a196e7ea72702916c8.png,dcaacc2e945042b187497e5d7177792c.png
962,deepfake,,a1aa7f3da5df456db17d9cb20dd17885.png,c0b8b69319cf4cb2ad8b24a80b935200.png
963,deepfake,,6bf3ab91b4fe49aaa8fad52493dec3f8.png,1998ad9da3a14afba7e990f5bceb1097.png
964,deepfake,,1afb03629ca547879c7d03691909ae99.png,621e746bffcd4699a66953a53c071b9d.png
965,deepfake,,8c8d93e5993244aa85c7a4d753cc2c28.png,ffe2ae039f4e41be9c51e68d740dce81.png
966,deepfake,,328cca0a642f4e20b6ad2088a1e26cff.png,bed90503469643d89eec1f690a20ddfb.png
967,deepfake,,26b4c6a81406465991e2ae5d49535586.png,46d7ab9588a94fb38cdaa7fbedca0147.png
968,deepfake,,30bb39f4147a4b75b6b9888585bb3615.png,ccb2ea482e93481eb38e9b013f08a7b3.png
969,deepfake,,5a75616784b94b44b2a23c710eb4b985.png,1701d66ed1314e5d8effd5e20e940aa6.png
970,deepfake,,52b2c7887e154f7a88c67092d563966f.png,f5e5b7a8624c49438984d16e3e817c8c.png
971,deepfake,,73bceba09e46486496fcbc15c1285d73.png,1b02fca92a3d4e1fab7cf576b8155e85.png
972,deepfake,,e3e6e0009db5474ba82bcee878e712d2.png,1518c0d79b794ee697d07f124c05f034.png
973,deepfake,,3bbb1346e01e44f3809feaf49253c951.png,e7790b6f42184f58a103b338b3df859b.png
974,deepfake,,1ab2b9efcb174abc82face2c73ab90c2.png,3d0bfc59ee3941b1a9026d34cc998410.png
975,deepfake,,8c2b580601414eac907d2f91a727af0b.png,91533011e72d4c22af250b8445e65c40.png
976,deepfake,,a7bee47b6d764f7cb9d6f61b2e24d4f2.png,a92973cf857f46479ae5e5057ce93d4b.png
977,deepfake,,2248426457f54535b3f22775638ad501.png,ba1374d6bffd445da58ac238c5db77a6.png
978,deepfake,,0e1d8452df4f4d7ca1130e4f0af554dd.png,3092645c757a4995afe08c5f7fbc801b.png
979,deepfake,,122b841558ea4953921520c6c18d054a.png,5a41a98710494244ac987958616c7cdc.png
980,deepfake,,88912f7b98894527b23a4c958e5c4719.png,41ffa965313f444182ceac55c0061027.png
981,deepfake,,eb7436e9ce344901ae833fe884ce1e88.png,b58101a24f0c4f4d97901fcea9263f16.png
982,deepfake,,8c8e27f966dd47408e61f88a38eb82d3.png,eb321ff484d94c7ab3ab9f7d53b57feb.png
983,deepfake,,bf9a7a202a4d4d7c9349b5733e5bb1fd.png,9d1522cc8fbc4795a671cfdf1f3b6acf.png
984,deepfake,,6590d784870b4f63a6fd0807a72e7b60.png,e9fcce2b5b464e98bdff38c47e85cd18.png
985,deepfake,,8a1c4079f8e0464fae325948da96efb3.png,be5e1ec52cba46c1b8cef69a6dd848cc.png
986,deepfake,,c978867761ba4ad987d2778144882368.png,ea4bc4578e184011b4137883934b3bd8.png
987,deepfake,,4d3c417fbdea41cf949efcec10dea1ce.png,e215c8ac827443e4859e7efcf1b725d9.png
988,deepfake,,4bd85a44479a412e941567cfea211953.png,1f52dabf432a43708fd793301c826b7c.png
989,deepfake,,623fda0988734872ad31aac0c491f7e1.png,f56e35c7a8f94f4a91b6f4b13422c8a5.png
990,deepfake,,12cecb2833b14bc9a7bbfd4b4598e449.png,9a61257d0ba54d3a9cc232fc9662a108.png
991,deepfake,,4705bc30daa145b9b961bbf840d26d62.png,4c247023bb73434a98f40bec4fde8f3d.png
992,deepfake,,a84aaf8ff5494ed7813e20785ceb4140.png,e92c23e229a94d0390d2ec86480ae2b0.png
993,deepfake,,ec843a517d5e4fc5aac512dfbe3770e0.png,fc7bce351542454dac6d0172c3025b03.png
994,deepfake,,be94b0dabc7a4740a28cfe9a59bd4a66.png,5a84b1d8cda147fd8bd6faf83e1ddf3c.png
995,deepfake,,821d4492b00a44cbbcd8addeb491fe60.png,12246708e258402090cb0c8a8df4842b.png
996,deepfake,,4c234474342546df9034a19dbb230bed.png,627b2ac2e0194fc89c015c769decfe6d.png
997,deepfake,,0aa8cb980be845a4a30b2248f9abe226.png,4d00dbabc9ff47fcba54c21d64bcc458.png
998,deepfake,,a701aec125ce459b9cff76eadd7e0263.png,2b8c21b179ec4c1187d60682f7fca808.png
999,deepfake,,70eff544233242dab682d2d209fcc2e3.png,77932521bc3c440eba39c34eafcdee25.png
1000,deepfake,,4c0b3515b6a14695951fb9d5a3b7f696.png,e8d82077d36d44158a5a582df1287064.png
